task_id,task_description,deadline,priority,assigned_user,user_workload,past_task_behavior,category,status,time_taken_(hours),deadline_days_remaining,task_length,has_keyword_urgent,is_weekend_deadline,category_encoded,status_encoded,priority_encoded,is_completed,user_current_load,past_behavior_score,workload,deadline_days,task_description_clean
T0035,Organize shared team files,2025-08-18,Low,User_2,3.0,on-time,Documentation,Pending,0.0,28.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,18.0,0.4814814814814814,1.021072796934866,28.0,organize shared team file
T0226,Restore database from backup,2025-09-12,High,User_10,8.0,delayed,Documentation,In Progress,0.0,53.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,17.0,0.3103448275862069,2.0076628352490418,53.0,restore database backup
T0076,Organize shared team files,2025-08-29,Low,User_2,9.0,late,Development,Completed,9.2,39.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,18.0,0.4814814814814814,1.8773946360153253,39.0,organize shared team file
synthetic_57303,Implement search functionality.,2025-08-17,Urgent,user1,6.0,Needs Improvement,Development,To Do,8.054563674974755,,,,,,,,,,,,,implement search functionality
T0267,Deploy hotfix for customer complaints,2025-09-11,High,User_6,6.0,delayed,Documentation,Pending,0.0,52.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,21.0,0.3823529411764705,2.101532567049808,52.0,deploy hotfix customer complaint
synthetic_56601,Optimize CI/CD pipeline.,2025-07-24,Urgent,user1,2.0,Needs Improvement,DevOps,To Do,4.523913606931218,,,,,,,,,,,,,optimize cicd pipeline
synthetic_74495,Update color palette and typography.,2025-08-15,Urgent,user8,5.0,On Time,Design,To Do,10.457119812982445,,,,,,,,,,,,,update color palette typography
T0232,Resolve payment gateway timeout issue,2025-09-10,High,User_7,6.0,on-time,Development,Completed,2.2,51.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,0.3823529411764705,2.0842911877394634,51.0,resolve payment gateway timeout issue
T0164,Create UI wireframes for feature,2025-09-13,Medium,User_7,6.0,late,DevOps,In Progress,0.0,54.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,20.0,0.3823529411764705,2.136015325670498,54.0,create ui wireframes feature
T0210,Fix critical bug in deployment pipeline,2025-09-03,High,User_8,1.0,late,Management,Completed,2.3,44.0,6.0,1.0,0.0,4.0,0.0,0.0,1.0,15.0,0.3870967741935484,1.7413793103448274,44.0,fix critical bug deployment pipeline
T0216,Fix critical bug in deployment pipeline,2025-09-08,High,User_10,1.0,delayed,Testing,Completed,2.4,49.0,6.0,1.0,1.0,5.0,0.0,0.0,1.0,17.0,0.3103448275862069,1.827586206896552,49.0,fix critical bug deployment pipeline
T0014,Update internal documentation,2025-08-22,Low,User_7,7.0,on-time,Documentation,In Progress,0.0,32.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,20.0,0.3823529411764705,1.201149425287356,32.0,update internal documentation
synthetic_87737,Setup monitoring for production servers.,2025-08-07,Urgent,user8,2.0,On Time,DevOps,To Do,11.090443250925714,,,,,,,,,,,,,setup monitoring production server
T0102,Write integration tests for API,2025-08-04,Medium,User_1,9.0,late,Development,Completed,8.4,14.0,5.0,0.0,1.0,2.0,0.0,2.0,1.0,25.0,0.3888888888888889,1.779693486590038,14.0,write integration test api
synthetic_39391,Conduct weekly team review.,2025-07-24,Medium,user8,9.0,Excellent,Management,To Do,11.817140594513912,,,,,,,,,,,,,conduct weekly team review
synthetic_17149,Conduct load testing for new API.,2025-08-11,Urgent,user2,2.0,Needs Improvement,Testing,To Do,4.434283857567285,,,,,,,,,,,,,conduct load testing new api
T0240,Deploy hotfix for customer complaints,2025-07-30,High,User_1,3.0,on-time,Development,Completed,4.6,9.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,0.3888888888888889,1.0268199233716473,9.0,deploy hotfix customer complaint
synthetic_89279,Plan sprint retrospective.,2025-08-05,Medium,user6,6.0,On Time,Management,To Do,5.384042526987052,,,,,,,,,,,,,plan sprint retrospective
T0089,Schedule weekly team sync,2025-08-23,Low,User_6,5.0,late,Documentation,Pending,0.0,33.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,21.0,0.3823529411764705,1.3295019157088122,33.0,schedule weekly team sync
T0202,Patch security vulnerability in auth system,2025-09-11,High,User_4,4.0,delayed,Documentation,In Progress,0.0,52.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,14.0,0.28,2.21264367816092,52.0,patch security vulnerability auth system
T0046,Clean up old logs from server,2025-08-14,Low,User_8,1.0,delayed,Design,Pending,0.0,24.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,15.0,0.3870967741935484,1.396551724137931,24.0,clean old log server
synthetic_54619,Design UI for dashboard module.,2025-08-04,Medium,user7,4.0,Excellent,Design,To Do,11.450718801150032,,,,,,,,,,,,,design ui dashboard module
T0016,Organize shared team files,2025-08-24,Low,User_3,2.0,late,Documentation,Pending,0.0,34.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,13.0,0.25,1.0134099616858236,34.0,organize shared team file
synthetic_67902,Redesign profile section layout.,2025-08-05,Urgent,user3,1.0,Late,Design,To Do,7.754884045898051,,,,,,,,,,,,,redesign profile section layout
T0190,Review peer pull requests,2025-08-22,Medium,User_9,4.0,late,DevOps,Pending,0.0,32.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,17.0,0.3076923076923077,1.201149425287356,32.0,review peer pull request
T0285,Resolve payment gateway timeout issue,2025-08-17,High,User_7,10.0,delayed,Testing,Completed,9.3,27.0,5.0,0.0,1.0,5.0,0.0,0.0,1.0,20.0,0.3823529411764705,2.1149425287356323,27.0,resolve payment gateway timeout issue
synthetic_51408,Automate regression test cases.,2025-07-30,Low,user1,8.0,Late,Testing,To Do,4.554924859302746,,,,,,,,,,,,,automate regression test case
synthetic_28727,Create wireframes for onboarding screens.,2025-08-12,Urgent,user7,5.0,Needs Improvement,Design,To Do,11.273215805906338,,,,,,,,,,,,,create wireframes onboarding screen
T0278,Deploy hotfix for customer complaints,2025-09-17,High,User_7,7.0,late,Development,Completed,9.9,58.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,0.3823529411764705,2.3160919540229883,58.0,deploy hotfix customer complaint
synthetic_75664,Optimize CI/CD pipeline.,2025-08-18,High,user2,4.0,Late,DevOps,To Do,2.8805479691481466,,,,,,,,,,,,,optimize cicd pipeline
synthetic_25203,Setup monitoring for production servers.,2025-08-16,Urgent,user8,1.0,Late,DevOps,To Do,3.6532500261104657,,,,,,,,,,,,,setup monitoring production server
synthetic_65352,Automate regression test cases.,2025-08-14,Medium,user7,10.0,On Time,Testing,To Do,6.132271289450827,,,,,,,,,,,,,automate regression test case
T0044,Clean up old logs from server,2025-09-08,Low,User_5,7.0,on-time,Testing,In Progress,0.0,49.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,20.0,0.3235294117647059,2.494252873563218,49.0,clean old log server
T0298,Deploy hotfix for customer complaints,2025-08-08,High,User_1,9.0,on-time,Documentation,In Progress,0.0,18.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,25.0,0.3888888888888889,1.8486590038314168,18.0,deploy hotfix customer complaint
synthetic_28404,Prepare user guide for module deployment.,2025-08-01,Medium,user7,4.0,On Time,Documentation,To Do,5.489902558854708,,,,,,,,,,,,,prepare user guide module deployment
T0181,Refactor module for scalability,2025-07-28,Medium,User_3,1.0,late,Testing,Completed,4.8,7.0,4.0,0.0,0.0,5.0,0.0,2.0,1.0,13.0,0.25,0.4367816091954022,7.0,refactor module scalability
T0090,Schedule weekly team sync,2025-08-22,Low,User_5,4.0,late,Testing,Pending,0.0,32.0,4.0,0.0,1.0,5.0,2.0,1.0,0.0,20.0,0.3235294117647059,1.201149425287356,32.0,schedule weekly team sync
T0037,Organize shared team files,2025-08-03,Low,User_6,8.0,on-time,Development,Completed,8.5,13.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,21.0,0.3823529411764705,1.3180076628352488,13.0,organize shared team file
synthetic_67902,Redesign profile section layout.,2025-08-05,Urgent,user3,1.0,Late,Design,To Do,7.754884045898051,,,,,,,,,,,,,redesign profile section layout
T0172,Review peer pull requests,2025-08-19,Medium,User_9,3.0,delayed,Documentation,In Progress,0.0,29.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,17.0,0.3076923076923077,1.0383141762452106,29.0,review peer pull request
T0052,Update internal documentation,2025-08-05,Low,User_1,10.0,late,Management,In Progress,0.0,15.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,25.0,0.3888888888888889,1.2413793103448276,15.0,update internal documentation
T0193,Refactor module for scalability,2025-09-09,Medium,User_9,3.0,late,Documentation,Pending,0.0,50.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,17.0,0.3076923076923077,1.400383141762452,50.0,refactor module scalability
T0112,Write integration tests for API,2025-08-27,Medium,User_5,5.0,on-time,Management,Pending,0.0,37.0,5.0,0.0,1.0,4.0,2.0,2.0,0.0,20.0,0.3235294117647059,1.7318007662835246,37.0,write integration test api
synthetic_19321,Plan sprint retrospective.,2025-08-15,Low,user10,2.0,Needs Improvement,Management,To Do,7.238490935938148,,,,,,,,,,,,,plan sprint retrospective
T0015,Send status update to manager,2025-09-18,Low,User_1,6.0,delayed,Development,In Progress,0.0,59.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,25.0,0.3888888888888889,2.222222222222222,59.0,send status update manager
T0134,Update user guides,2025-09-08,Medium,User_8,6.0,on-time,Documentation,Pending,0.0,49.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,15.0,0.3870967741935484,1.3831417624521074,49.0,update user guide
T0114,Update user guides,2025-07-23,Medium,User_7,8.0,late,Management,In Progress,0.0,2.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,20.0,0.3823529411764705,0.7950191570881225,2.0,update user guide
synthetic_29687,Redesign profile section layout.,2025-07-28,Medium,user3,3.0,Late,Design,To Do,8.445971743651135,,,,,,,,,,,,,redesign profile section layout
T0214,Patch security vulnerability in auth system,2025-07-22,High,User_5,8.0,delayed,Development,In Progress,0.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,20.0,0.3235294117647059,1.7777777777777777,1.0,patch security vulnerability auth system
T0170,Review peer pull requests,2025-09-14,Medium,User_4,1.0,late,Documentation,Pending,0.0,55.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,14.0,0.28,1.264367816091954,55.0,review peer pull request
synthetic_20894,Automate regression test cases.,2025-08-06,Urgent,user8,2.0,On Time,Testing,To Do,10.308510929813382,,,,,,,,,,,,,automate regression test case
T0151,Refactor module for scalability,2025-07-28,Medium,User_6,6.0,delayed,DevOps,Pending,0.0,7.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,21.0,0.3823529411764705,0.9923371647509578,7.0,refactor module scalability
synthetic_57303,Implement search functionality.,2025-08-17,Urgent,user1,6.0,Needs Improvement,Development,To Do,8.054563674974755,,,,,,,,,,,,,implement search functionality
T0300,Restore database from backup,2025-09-18,High,User_3,4.0,delayed,DevOps,Completed,6.2,59.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.25,1.6666666666666663,59.0,restore database backup
synthetic_46940,Write unit tests for payment module.,2025-07-27,Urgent,user7,1.0,Excellent,Testing,To Do,5.544458818346778,,,,,,,,,,,,,write unit test payment module
synthetic_20731,Conduct weekly team review.,2025-07-31,High,user2,6.0,On Time,Management,To Do,4.226078438073593,,,,,,,,,,,,,conduct weekly team review
T0081,Clean up old logs from server,2025-07-23,Low,User_1,1.0,late,Design,In Progress,0.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.3888888888888889,1.0172413793103448,2.0,clean old log server
synthetic_33526,Update Docker configurations.,2025-08-12,Medium,user5,6.0,Needs Improvement,DevOps,To Do,4.038871929100124,,,,,,,,,,,,,update docker configuration
T0084,Clean up old logs from server,2025-09-03,Low,User_10,1.0,on-time,Design,In Progress,0.0,44.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,0.3103448275862069,1.7413793103448274,44.0,clean old log server
T0138,Review peer pull requests,2025-09-18,Medium,User_5,10.0,late,Documentation,In Progress,0.0,59.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,20.0,0.3235294117647059,2.333333333333333,59.0,review peer pull request
T0108,Write integration tests for API,2025-08-12,Medium,User_5,5.0,on-time,Development,Pending,0.0,22.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,20.0,0.3235294117647059,1.4731800766283525,22.0,write integration test api
synthetic_10372,Prepare user guide for module deployment.,2025-08-13,Medium,user7,1.0,Excellent,Documentation,To Do,9.232242268324065,,,,,,,,,,,,,prepare user guide module deployment
T0068,Schedule weekly team sync,2025-08-30,Low,User_4,6.0,delayed,Design,Completed,3.9,40.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,0.28,1.5613026819923372,40.0,schedule weekly team sync
synthetic_87737,Setup monitoring for production servers.,2025-08-07,Urgent,user8,2.0,On Time,DevOps,To Do,11.090443250925714,,,,,,,,,,,,,setup monitoring production server
T0073,Organize shared team files,2025-09-03,Low,User_5,10.0,on-time,Development,Pending,0.0,44.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,20.0,0.3235294117647059,2.074712643678161,44.0,organize shared team file
synthetic_94121,Write unit tests for payment module.,2025-08-20,Urgent,user5,10.0,Excellent,Testing,To Do,9.881249523622095,,,,,,,,,,,,,write unit test payment module
synthetic_66770,Automate regression test cases.,2025-07-28,High,user4,9.0,Late,Testing,To Do,3.729082531486728,,,,,,,,,,,,,automate regression test case
T0265,Fix critical bug in deployment pipeline,2025-08-23,High,User_5,10.0,late,Development,Completed,4.3,33.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,20.0,0.3235294117647059,2.5517241379310347,33.0,fix critical bug deployment pipeline
synthetic_27262,Update color palette and typography.,2025-08-16,Urgent,user2,7.0,On Time,Design,To Do,4.895289600560544,,,,,,,,,,,,,update color palette typography
T0173,Update user guides,2025-07-29,Medium,User_2,5.0,late,Development,In Progress,0.0,8.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,18.0,0.4814814814814814,0.5651340996168582,8.0,update user guide
synthetic_20894,Automate regression test cases.,2025-08-06,Urgent,user8,2.0,On Time,Testing,To Do,10.308510929813382,,,,,,,,,,,,,automate regression test case
T0079,Schedule weekly team sync,2025-09-12,Low,User_5,4.0,on-time,Testing,Pending,0.0,53.0,4.0,0.0,0.0,5.0,2.0,1.0,0.0,20.0,0.3235294117647059,1.5632183908045976,53.0,schedule weekly team sync
T0099,Clean up old logs from server,2025-08-26,Low,User_10,4.0,on-time,DevOps,In Progress,0.0,36.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,17.0,0.3103448275862069,1.9367816091954024,36.0,clean old log server
T0127,Review peer pull requests,2025-08-25,Medium,User_2,7.0,late,Development,Completed,11.9,35.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,18.0,0.4814814814814814,1.5862068965517238,35.0,review peer pull request
T0141,Write integration tests for API,2025-08-14,Medium,User_4,2.0,late,Testing,In Progress,0.0,24.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0,14.0,0.28,1.1743295019157087,24.0,write integration test api
T0055,Organize shared team files,2025-08-16,Low,User_3,3.0,late,DevOps,Pending,0.0,26.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,13.0,0.25,0.986590038314176,26.0,organize shared team file
synthetic_54531,Plan sprint retrospective.,2025-08-06,Low,user1,6.0,On Time,Management,To Do,4.533024750761973,,,,,,,,,,,,,plan sprint retrospective
synthetic_56601,Optimize CI/CD pipeline.,2025-07-24,Urgent,user1,2.0,Needs Improvement,DevOps,To Do,4.523913606931218,,,,,,,,,,,,,optimize cicd pipeline
T0032,Send status update to manager,2025-09-04,Low,User_6,7.0,on-time,Design,Completed,3.6,45.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,0.3823529411764705,2.0919540229885056,45.0,send status update manager
